〆切	(しめきり)
比熱	(ひねつ)
比叡山	(ひえいざん)
比翼の鳥	(ひよくのとり)
比喩	(ひゆ)
比諭	(ひゆ)
比重	(ひじゅう)
彼	(あれ,アレ)
彼の方	(あのかた)
彼の人	(あのひと)
彼ら	(かれら)
彼れ	(あれ,アレ)
彼岸	(ひがん)
彼岸花	(ひがんばな,ヒガンバナ)
彼岸会	(ひがんえ)
彼処	(あそこ,あすこ,かしこ)
彼等	(かれら)
彼方	(かなた,あなた)
彼奴	(あいつ)
彼女	(かのじょ)
彼氏	(かれし)
彼所	(あそこ,あすこ,かしこ)
筆	(ふで,ひつ)
筆ペン	(ふでペン)
筆を揮う	(ふでをふるう)
筆不精	(ふでぶしょう)
筆法	(ひっぽう)
筆迹	(ひっせき,ふであと)
筆記	(ひっき)
筆記試験	(ひっきしけん)
筆跡	(ひっせき,ふであと)
筆蹟	(ひっせき,ふであと)
筆名	(ひつめい)
筆墨	(ひつぼく)
筆順	(ひつじゅん)
筆頭	(ひっとう,ふでがしら)
筆頭菜	(つくし,どひつ,ひっとうさい)
筆無精	(ふでぶしょう)
筆先	(ふでさき)
筆箱	(ふでばこ)
筆写略字	(ひっしゃりゃくじ)
筆者	(ひっしゃ)
鄙しい	(いやしい)
鄙見	(ひけん)
鄙賤	(ひせん)
鄙劣	(ひれつ)
鄙陋	(ひろう)
鄙俗	(ひぞく)
鄙猥	(ひわい)
鄙言	(ひげん)
鄙語	(ひご)
必ず	(かならず)
必ずしも	(かならずしも)
必ずや	(かならずや)
必定	(ひつじょう)
必読	(ひつどく)
必罰	(ひつばつ)
必見	(ひっけん)
必捷	(ひっしょう)
必竟	(ひっきょう)
必然	(ひつぜん)
必然的	(ひつぜんてき)
必然性	(ひつぜんせい)
必殺	(ひっさつ)
必勝	(ひっしょう)
必衰	(ひっすい)
必死	(ひっし)
必携	(ひっけい)
必修	(ひっしゅう)
必修科目	(ひっしゅうかもく)
必須	(ひっす,ひっしゅ,ひっすう)
必須科目	(ひっすかもく)
必需	(ひつじゅ)
必需品	(ひつじゅひん)
必要	(ひつよう)
必要なし	(ひつようなし)
必要ならば	(ひつようならば)
必要に応じて	(ひつようにおうじて)
必要は発明の母	(ひつようははつめいのはは)
必要品	(ひつようひん)
必要事	(ひつようじ)
必要条件	(ひつようじょうけん)
必要物	(ひつようぶつ)
必要性	(ひつようせい)
必用	(ひつよう)
必着	(ひっちゃく)
必至	(ひっし)
必治	(ひっち)
必治薬	(ひっちやく)
必中	(ひっちゅう)
庇う	(かばう)
陛下	(へいか)
畢竟	(ひっきょう)
閉ざす	(とざす)
閉じこめる	(とじこめる)
閉じこもる	(とじこもる)
閉じる	(とじる)
閉じ篭もる	(とじこもる)
閉じ籠もる	(とじこもる)
閉じ込める	(とじこめる)
閉じ込もる	(とじこもる)
閉そく	(へいそく)
閉まる	(しまる)
閉める	(しめる)
閉め出す	(しめだす)
閉め切る	(しめきる)
閉店	(へいてん)
閉端	(へいたん)
閉館	(へいかん)
閉回路	(へいかいろ)
閉会	(へいかい)
閉経	(へいけい)
閉経後	(へいけいご)
閉経期	(へいけいき)
閉口	(へいこう)
閉幕	(へいまく)
閉切る	(しめきる)
閉塞	(へいそく)
閉世界	(へいせかい)
閉所恐怖症	(へいしょきょうふしょう,へいじょきょうふしょう)
閉鎖	(へいさ)
閉息	(へいそく)
閉込める	(とじこめる)
敝衣	(へいい)
蓖麻	(ひま)
蓖麻子	(ひまし)
蓖麻子油	(ひましゆ,ヒマシゆ)
痺れ	(しびれ)
痺れる	(しびれる,シビれる,シビレる)
痺れ感	(しびれかん)
碧	(あお)
碧い	(あおい)
碧空	(へきくう)
碧山	(へきざん)
碧水	(へきすい)
碧眼	(へきがん)
碧玉	(へきぎょく)
蔽い	(おおい)
蔽う	(おおう)
箆	(へら,ヘラ)
弊害	(へいがい)
弊社	(へいしゃ)
弊衣	(へいい)
幣害	(へいがい)
幣制	(へいせい)
篳篥	(ひちりき)
篦	(へら,ヘラ)
壁	(かべ,へき)
壁かけ	(かべかけ)
壁の花	(かべのはな)
壁掛	(かべかけ)
壁掛け	(かべかけ)
壁画	(へきが)
壁蝨	(ダニ,だに)
壁紙	(かべがみ)
避く	(さく)
避ける	(さける,よける)
避る	(さる)
避雷針	(ひらいしん)
避難	(ひなん)
避難訓練	(ひなんくんれん)
避難者	(ひなんしゃ)
避妊	(ひにん)
避暑	(ひしょ)
避暑地	(ひしょち)
髀肉	(ひにく)
斃す	(たおす)
斃れる	(たおれる)
斃死	(へいし)
臂	(ひじ,ヒジ)
襞	(ひだ,ヒダ)
躄蟹	(ザリガニ,ざりがに)
贔負	(ひいき)
贔屓	(ひいき)
贔屓にする	(ひいきにする)
贔屓目	(ひいきめ)
蝙蝠	(こうもり,かわほり,へんぷく)
蝙蝠傘	(こうもりがさ,コウモリがさ)
編	(へん)
編さん	(へんさん)
編みがさ	(あみがさ)
編みだす	(あみだす)
編みもの	(あみもの)
編み棒	(あみぼう)
編み出す	(あみだす)
編み機	(あみき)
編み笠	(あみがさ)
編み目	(あみめ)
編み上げ	(あみあげ)
編み物	(あみもの)
編み針	(あみばり)
編む	(あむ)
編もの	(あみもの)
編棒	(あみぼう)
編成	(へんせい)
編出す	(あみだす)
編隊	(へんたい)
編機	(あみき)
編集	(へんしゅう)
編集部	(へんしゅうぶ)
編集機能	(へんしゅうきのう)
編集者	(へんしゅうしゃ)
編集子	(へんしゅうし)
編輯	(へんしゅう)
編笠	(あみがさ)
編笠茸	(アミガサタケ,あみがさたけ)
編目	(あみめ)
編曲	(へんきょく)
編入	(へんにゅう)
編上げ	(あみあげ)
編物	(あみもの)
編修	(へんしゅう)
編者	(へんしゃ,へんじゃ)
編針	(あみばり)
編纂	(へんさん)
鞭撻	(べんたつ)
扁たい	(ひらたい)
扁額	(へんがく)
扁旁	(へんぼう)
扁平	(へんぺい)
扁平足	(へんぺいそく)
扁青石	(へんせいせき)
扁桃	(へんとう)
扁桃腺	(へんとうせん)
扁桃腺炎	(へんとうせんえん)
扁桃油	(へんとうゆ)
扁舟	(へんしゅう)
貶す	(けなす)
貶む	(さげすむ)
褊狭	(へんきょう)
弁	(べん)
弁える	(わきまえる)
弁じる	(べんじる)
弁じ立てる	(べんじたてる)
弁ずる	(べんずる)
弁別	(べんべつ)
弁柄	(ベンガラ,べんがら)
弁駁	(べんばく,べんぱく)
弁才	(べんさい)
弁才天	(べんざいてん,べざいてん)
弁財天	(べんざいてん,べざいてん)
弁償	(べんしょう)
弁償金	(べんしょうきん)
弁当	(べんとう)
弁当屋	(べんとうや)
弁当箱	(べんとうばこ)
弁當	(べんとう)
弁髪	(べんぱつ)
弁護	(べんご)
弁護料	(べんごりょう)
弁護人	(べんごにん)
弁護士	(べんごし)
弁護士会	(べんごしかい)
弁護団	(べんごだん)
弁護依頼人	(べんごいらいにん)
弁護者	(べんごしゃ)
弁済	(べんさい)
弁解	(べんかい)
弁口	(べんこう)
弁理	(べんり)
弁理士	(べんりし)
弁論	(べんろん)
弁論大会	(べんろんたいかい)
弁明	(べんめい)
弁膜	(べんまく)
弁難	(べんなん)
弁慶	(べんけい)
弁慶の泣き所	(べんけいのなきどころ)
弁慶草	(べんけいそう,ベンケイソウ)
弁慶縞	(べんけいじま)
弁慶格子	(べんけいごうし)
弁慶蟹	(べんけいがに,ベンケイガニ)
弁鰓類	(べんさいるい)
弁舌	(べんぜつ)
弁士	(べんし)
弁疏	(べんそ)
弁天	(べんてん)
弁務官	(べんむかん)
弁者	(べんしゃ)
弁証	(べんしょう)
弁証法	(べんしょうほう)
弁証論	(べんしょうろん)
弁証学	(べんしょうがく)
弁座	(べんざ)
便	(びん)
便じる	(べんじる)
便ずる	(べんずる)
便せん	(びんせん)
便り	(たより,だより)
便る	(たよる)
便々	(べんべん)
便便	(べんべん)
便乗	(びんじょう)
便乗者	(びんじょうしゃ)
便乗主義者	(びんじょうしゅぎしゃ)
便船	(びんせん)
便殿	(びんでん,べんでん)
便法	(べんぽう)
便服	(べんぷく)
便管	(べんかん)
便壺	(べんつぼ,べんこ)
便箋	(びんせん)
便覧	(びんらん,べんらん)
便利	(べんり)
便利さ	(べんりさ)
便利屋	(べんりや)
便秘	(べんぴ)
便佞	(べんねい)
便侫	(べんねい)
便器	(べんき)
便所	(べんじょ)
便通	(べんつう)
便衣	(べんい)
便衣隊	(べんいたい)
便宜	(べんぎ,びんぎ)
便宜上	(べんぎじょう)
便宜主義	(べんぎしゅぎ)
便益	(べんえき)
便意	(べんい)
便坐	(べんざ)
便座	(べんざ)
変	(へん)
変える	(かえる)
変じる	(へんじる)
変ずる	(へんずる)
変てこ	(へんてこ,ヘンテコ)
変てこりん	(へんてこりん,ヘンテコリン)
変に	(へんに)
変ぼう	(へんぼう)
変り	(かわり)
変りもの	(かわりもの,かわりもん)
変り果てる	(かわりはてる)
変り者	(かわりもの,かわりもん)
変り種	(かわりだね)
変る	(かわる)
変ロ短調	(へんロたんちょう)
変わった	(かわった)
変わらない	(かわらない)
変わらぬ	(かわらぬ)
変わり	(かわり)
変わりばえ	(かわりばえ)
変わりはてる	(かわりはてる)
変わりめ	(かわりめ)
変わりもん	(かわりもの,かわりもん)
変わりやすい	(かわりやすい)
変わり果てる	(かわりはてる)
変わり模様	(かわりもよう)
変わり目	(かわりめ)
変わり易い	(かわりやすい)
変わり映え	(かわりばえ)
変わり者	(かわりもの,かわりもん)
変わり種	(かわりだね)
変わる	(かわる)
変成	(へんせい)
変成岩	(へんせいがん)
変電所	(へんでんしょ)
変調	(へんちょう)
変調波	(へんちょうは)
変動	(へんどう)
変法	(へんぽう)
変分学	(へんぶんがく)
変改	(へんかい)
変革	(へんかく)
変格	(へんかく)
変更	(へんこう)
変更不能	(へんこうふのう)
変更履歴	(へんこうりれき)
変光星	(へんこうせい)
変化	(へんか)
変化球	(へんかきゅう)
変幻	(へんげん)
変幻自在	(へんげんじざい)
変換	(へんかん)
変換機	(へんかんき)
変換器	(へんかんき)
変換子	(へんかんし)
変節	(へんせつ)
変圧	(へんあつ)
変圧器	(へんあつき)
変圧所	(へんあつじょ)
変量	(へんりょう)
変流器	(へんりゅうき)
変乱	(へんらん)
変貌	(へんぼう)
変名	(へんめい,へんみょう)
変拍子	(へんびょうし)
変遷	(へんせん)
変人	(へんじん)
変容	(へんよう)
変色	(へんしょく)
変身	(へんしん)
変声期	(へんせいき)
変事	(へんじ)
変数	(へんすう)
変死	(へんし)
変死者	(へんししゃ)
変速	(へんそく)
変速機	(へんそくき)
変態	(へんたい,ヘンタイ)
変態的	(へんたいてき)
変態心理	(へんたいしんり)
変態心理学	(へんたいしんりがく)
変態性欲	(へんたいせいよく)
変体	(へんたい)
変体がな	(へんたいがな)
変体仮名	(へんたいがな)
変梃	(へんてこ,ヘンテコ)
変梃りん	(へんてこりん,ヘンテコリン)
変通	(へんつう)
変位	(へんい)
変物	(へんぶつ)
変心	(へんしん)
変形	(へんけい)
変形ゴマ	(へんけいゴマ)
変形虫類	(へんけいちゅうるい)
変性	(へんせい)
変移	(へんい)
変異	(へんい)
変異体	(へんいたい)
変域	(へんいき)
変災	(へんさい)
変造	(へんぞう)
変則	(へんそく)
変哲もない	(へんてつもない)
変哲も無い	(へんてつもない)
変症	(へんしょう)
変質	(へんしつ)
変質者	(へんしつしゃ)
変種	(へんしゅ)
変装	(へんそう)
変字	(へんじ)
変奏曲	(へんそうきょく)
遍く	(あまねく)
遍歴	(へんれき)
遍路	(へんろ)
遍在	(へんざい)
辨	(べん)
辨える	(わきまえる)
辨別	(べんべつ)
辨財天	(べんざいてん,べざいてん)
辨償	(べんしょう)
辨当	(べんとう)
辨當	(べんとう)
辨済	(べんさい)
辨理	(べんり)
辨明	(べんめい)
辨慶	(べんけい)
辨天	(べんてん)
辨務官	(べんむかん)
辨証	(べんしょう)
辮髪	(べんぱつ)
辯	(べん)
辯駁	(べんばく,べんぱく)
辯才	(べんさい)
辯才天	(べんざいてん,べざいてん)
辯護	(べんご)
辯解	(べんかい)
辯論	(べんろん)
辯明	(べんめい)
辯舌	(べんぜつ)
辯士	(べんし)
辯疏	(べんそ)
辯天	(べんてん)
辯証	(べんしょう)
變	(へん)
變更	(へんこう)
杓文字	(しゃもじ,さもじ)
杓子	(しゃくし)
杓子定規	(しゃくしじょうぎ)
標	(しるし)
標ぼう	(ひょうぼう)
標榜	(ひょうぼう)
標本	(ひょうほん)
標的	(ひょうてき)
標定	(ひょうてい)
標高	(ひょうこう)
標記	(ひょうき)
標縄	(しめなわ)
標識	(ひょうしき)
標示	(ひょうじ)
標題	(ひょうだい)
標語	(ひょうご)
標札	(ひょうさつ)
標徴	(ひょうちょう)
標準	(ひょうじゅん)
標準出力	(ひょうじゅんしゅつりょく)
標準化	(ひょうじゅんか)
標準偏差	(ひょうじゅんへんさ)
標準入力	(ひょうじゅんにゅうりょく)
標準時	(ひょうじゅんじ)
標準誤差	(ひょうじゅんごさ)
標準語	(ひょうじゅんご)
表	(おもて)
表ざた	(おもてざた)
表す	(あらわす)
表する	(ひょうする)
表だつ	(おもてだつ)
表だって	(おもてだって)
表れる	(あらわれる)
表わす	(あらわす)
表白	(ひょうはく)
表表紙	(おもてびょうし)
表側	(おもてがわ)
表層	(ひょうそう)
表層性	(ひょうそうせい)
表出	(ひょうしゅつ)
表帯	(うわおび)
表二階	(おもてにかい)
表付き	(おもてつき)
表構え	(おもてがまえ)
表号	(ひょうごう)
表記	(ひょうき)
表記法	(ひょうきほう)
表解	(ひょうかい)
表具	(ひょうぐ)
表具師	(ひょうぐし)
表具屋	(ひょうぐや)
表決	(ひょうけつ)
表決権	(ひょうけつけん)
表看板	(おもてかんばん)
表口	(おもてぐち)
表裏	(ひょうり,おもてうら)
表裏一体	(ひょうりいったい)
表立つ	(おもてだつ)
表立った	(おもてだった)
表立って	(おもてだって)
表六玉	(ひょうろくだま)
表門	(おもてもん)
表面	(ひょうめん)
表面的	(ひょうめんてき)
表面化	(ひょうめんか)
表面上	(ひょうめんじょう)
表面張力	(ひょうめんちょうりょく)
表明	(ひょうめい)
表皮	(ひょうひ)
表情	(ひょうじょう)
表日本	(おもてにほん)
表沙汰	(おもてざた)
表賞	(ひょうしょう)
表示	(ひょうじ)
表示板	(ひょうじばん)
表示灯	(ひょうじとう)
表示書	(ひょうじしょ)
表示物	(ひょうじぶつ)
表題	(ひょうだい)
表替	(おもてがえ)
表替え	(おもてがえ)
表通	(おもてどおり)
表通り	(おもてどおり)
表土	(ひょうど)
表現	(ひょうげん)
表現形式	(ひょうげんけいしき)
表向き	(おもてむき)
表象	(ひょうしょう)
表玄関	(おもてげんかん)
表意	(ひょうい)
表意文字	(ひょういもじ)
表音文字	(ひょうおんもじ,ひょうおんもんじ)
表音字母	(ひょうおんじぼ)
表芸	(おもてげい)
表在	(ひょうざい)
表札	(ひょうさつ)
表彰	(ひょうしょう)
表彰状	(ひょうしょうじょう)
表着	(うわぎ,じょうい)
表徴	(ひょうちょう)
表紙	(ひょうし)
表忠碑	(ひょうちゅうひ)
表忠塔	(ひょうちゅうとう)
表装	(ひょうそう)
表座敷	(おもてざしき)
俵	(たわら,ひょう)
俵数	(ひょうすう)
俵物	(たわらもの,ひょうもつ)
鼈	(すっぽん,べつ,スッポン)
鼈甲	(べっこう)
鼈甲色	(べっこういろ)
別	(べつ,べち)
別あつらえ	(べつあつらえ)
別け	(わけ)
別けて	(わけて)
別ける	(わける)
別け隔て	(わけへだて)
別け前	(わけまえ)
別して	(べっして)
別ち	(わかち)
別つ	(わかつ)
別て	(わけて)
別なく	(べつなく)
別に	(べつに)
別れ	(わかれ)
別れる	(わかれる)
別れ別れ	(わかれわかれ)
別れ道	(わかれみち)
別れ路	(わかれじ)
別れ目	(わかれめ)
別れ争う	(わかれあらそう)
別報	(べっぽう)
別杯	(べっぱい)
別盃	(べっぱい)
別便	(べつびん)
別表	(べっぴょう)
別々	(べつべつ)
別別	(べつべつ)
別々に	(べつべつに)
別別に	(べつべつに)
別冊	(べっさつ)
別册	(べっさつ)
別称	(べっしょう)
別除権	(べつじょけん)
別辞	(べつじ)
別当	(べっとう)
別邸	(べってい)
別殿	(べつでん)
別動隊	(べつどうたい)
別棟	(べつむね,べっとう)
別働隊	(べつどうたい)
別段	(べつだん,べちだん)
別法	(べっぽう)
別封で	(べっぷうで)
別格	(べっかく)
別個	(べっこ)
別箇	(べっこ)
別館	(べっかん)
別号	(べつごう)
別後	(べつご)
別戸	(べっこ)
別記	(べっき)
別家	(べっけ,べっか)
別間	(べつま)
別件	(べっけん)
別居	(べっきょ)
別巻	(べっかん)
別勘定	(べつかんじょう)
別科	(べっか)
別懇	(べっこん)
別口	(べつくち)
別離	(べつり)
別路	(べつろ)
別売	(べつうり,べつばい)
別売り	(べつうり,べつばい)
別名	(べつめい,べつみょう)
別納	(べつのう)
別派	(べっぱ)
別配達	(べつはいたつ)
別嬪	(べっぴん)
別品	(べっぴん)
別趣	(べっしゅ)
別染め	(べつぞめ)
